COUNTY,MCD_NAME,MCD_ID,YEAR,POPULATION_ESTIMATE,TOTAL_KSI_RATE,PEDESTRIAN_KSI_RATE,BICYCLIST_KSI_RATE,TOTAL_KSI_RATE_5YR,PEDESTRIAN_KSI_RATE_5YR,BICYCLIST_KSI_RATE_5YR
Delaware County,Upper Chichester Township,4204578776,2020,16963,1002.2,17.7,5.9,1068.6,30.7,7.1
Delaware County,Upper Darby Township,4204579000,2020,82966,429.1,43.4,6.0,465.6,65.6,10.1
Delaware County,Upper Providence Township,4204579248,2020,10444,354.3,9.6,0.0,471.9,7.7,0.0
Delaware County,Yeadon Borough,4204586968,2020,11464,549.5,0.0,0.0,650.9,40.0,3.5
Montgomery County,Abington Township,4209100156,2020,55390,496.5,32.5,12.6,623.1,37.9,10.8
Montgomery County,Ambler Borough,4209102264,2020,6482,61.7,0.0,0.0,123.3,12.3,3.1
Montgomery County,Bridgeport Borough,4209108568,2020,4570,153.2,21.9,0.0,197.2,13.1,8.8
Montgomery County,Bryn Athyn Borough,4209109696,2020,1403,712.8,0.0,0.0,570.9,14.3,0.0
Montgomery County,Cheltenham Township,4209112968,2020,37106,700.7,32.3,2.7,828.3,51.2,4.3
Montgomery County,Collegeville Borough,4209115192,2020,5193,385.1,0.0,19.3,346.0,11.5,7.7
Montgomery County,Conshohocken Borough,4209115848,2020,8053,173.8,0.0,0.0,204.3,27.4,2.5
Montgomery County,Douglass Township,4209119672,2020,10554,426.4,0.0,0.0,447.3,19.0,1.9
Montgomery County,East Greenville Borough,4209121200,2020,2940,68.0,0.0,0.0,224.2,20.4,13.6
Montgomery County,East Norriton Township,4209121600,2020,14264,427.7,35.1,7.0,459.8,19.9,7.1
Montgomery County,Franconia Township,4209127280,2020,13397,373.2,0.0,0.0,701.1,13.5,7.5
Montgomery County,Green Lane Borough,4209131088,2020,506,1185.8,0.0,0.0,1103.7,0.0,0.0
Montgomery County,Hatboro Borough,4209133088,2020,7501,333.3,26.7,13.3,410.0,24.1,8.0
Montgomery County,Hatfield Borough,4209133112,2020,3327,0.0,0.0,0.0,84.3,18.1,6.0
Montgomery County,Hatfield Township,4209133120,2020,17868,537.3,22.4,16.8,629.5,9.0,13.5
Montgomery County,Horsham Township,4209135808,2020,26466,313.6,15.1,0.0,534.9,18.1,4.5
Montgomery County,Jenkintown Borough,4209138000,2020,4420,271.5,22.6,0.0,475.4,72.4,0.0
Montgomery County,Lansdale Borough,4209141432,2020,17070,322.2,35.1,0.0,546.3,60.3,13.0
Montgomery County,Limerick Township,4209143312,2020,19355,640.7,5.2,5.2,823.6,12.5,2.1
Montgomery County,Lower Frederick Township,4209144912,2020,4928,446.4,20.3,20.3,443.8,8.1,8.1
Montgomery County,Lower Gwynedd Township,4209144920,2020,11485,531.1,43.5,0.0,690.7,24.4,3.5
Montgomery County,Lower Merion Township,4209144976,2020,60400,807.9,51.3,11.6,1070.1,61.4,14.4
Montgomery County,Lower Moreland Township,4209145008,2020,13110,625.5,7.6,0.0,1039.8,9.1,9.1
Montgomery County,Lower Pottsgrove Township,4209145072,2020,12143,420.0,0.0,8.2,615.2,21.4,6.6
Montgomery County,Lower Providence Township,4209145080,2020,26880,420.4,18.6,3.7,566.5,12.8,3.8
Montgomery County,Lower Salford Township,4209145096,2020,15534,263.9,6.4,0.0,367.9,3.9,2.6
Montgomery County,Marlborough Township,4209147592,2020,3388,383.7,0.0,0.0,510.7,0.0,0.0
Montgomery County,Montgomery Township,4209150640,2020,26167,420.4,11.5,11.5,497.4,17.6,7.7
Montgomery County,New Hanover Township,4209153664,2020,13225,294.9,7.6,0.0,397.4,4.6,0.0
Montgomery County,Norristown Borough,4209154656,2020,34334,667.0,64.1,8.7,726.8,91.3,15.1
Montgomery County,North Wales Borough,4209155512,2020,3265,183.8,30.6,30.6,281.7,42.9,12.2
Montgomery County,Pennsburg Borough,4209159120,2020,3848,207.9,26.0,0.0,316.5,15.6,15.6
Montgomery County,Perkiomen Township,4209159392,2020,9135,175.2,0.0,0.0,303.7,2.2,6.6
Montgomery County,Plymouth Township,4209161664,2020,17637,1156.7,22.7,17.0,1074.2,20.5,10.2
Montgomery County,Pottstown Borough,4209162416,2020,22604,650.3,115.0,22.1,794.5,73.4,26.5
Montgomery County,Red Hill Borough,4209163808,2020,2361,296.5,0.0,0.0,346.2,25.3,16.9
Montgomery County,Rockledge Borough,4209165568,2020,2530,158.1,0.0,0.0,260.1,39.4,0.0
Montgomery County,Royersford Borough,4209166576,2020,4755,252.4,63.1,0.0,201.5,25.2,4.2
Montgomery County,Salford Township,4209167528,2020,2949,576.5,0.0,0.0,1027.3,13.6,0.0
Montgomery County,Schwenksville Borough,4209168328,2020,1382,144.7,0.0,0.0,405.0,0.0,0.0
Montgomery County,Skippack Township,4209171016,2020,14204,281.6,0.0,7.0,339.6,5.6,7.0
Montgomery County,Souderton Borough,4209171856,2020,7082,254.2,28.2,28.2,217.8,28.7,14.3
Montgomery County,Springfield Township,4209173088,2020,19803,242.4,35.3,0.0,360.8,21.3,2.0
Montgomery County,Telford Borough (part) *,4209176304,2020,2689,260.3,0.0,0.0,156.9,0.0,0.0
Montgomery County,Towamencin Township,4209177152,2020,18446,525.9,21.7,0.0,697.1,15.2,10.9
Montgomery County,Trappe Borough,4209177304,2020,3777,264.8,0.0,0.0,571.6,5.4,5.4
Montgomery County,Upper Dublin Township,4209179008,2020,26545,448.3,0.0,11.3,702.4,8.3,5.3
Montgomery County,Upper Frederick Township,4209179040,2020,3660,218.6,0.0,0.0,424.3,5.5,5.5
Montgomery County,Upper Gwynedd Township,4209179056,2020,15802,246.8,6.3,25.3,323.9,8.9,6.3
Montgomery County,Upper Hanover Township,4209179064,2020,8038,497.6,0.0,0.0,555.3,5.1,0.0
Montgomery County,Upper Merion Township,4209179136,2020,34161,813.8,11.7,0.0,1020.0,21.3,2.5
Montgomery County,Upper Moreland Township,4209179176,2020,24715,594.8,16.2,4.0,708.7,16.5,4.1
Montgomery County,Upper Pottsgrove Township,4209179240,2020,5756,347.5,0.0,0.0,440.5,3.5,7.0
Montgomery County,Upper Providence Township,4209179256,2020,24376,451.3,0.0,4.1,666.7,19.1,0.8
Montgomery County,Upper Salford Township,4209179280,2020,3364,832.3,0.0,89.2,1136.4,0.0,17.8
Montgomery County,West Conshohocken Borough,4209182736,2020,1432,7053.1,0.0,0.0,6716.5,56.4,0.0
Montgomery County,West Norriton Township,4209183696,2020,15629,703.8,19.2,6.4,856.7,24.3,6.4
Montgomery County,West Pottsgrove Township,4209183912,2020,3838,286.6,52.1,0.0,327.6,26.0,10.4
Montgomery County,Whitemarsh Township,4209184624,2020,18332,512.8,5.5,5.5,804.3,18.8,6.6
Montgomery County,Whitpain Township,4209184888,2020,19568,250.4,0.0,0.0,422.7,6.2,5.2
Montgomery County,Worcester Township,4209186496,2020,10436,431.2,9.6,9.6,808.6,9.6,5.8
Philadelphia County,North Philadelphia,4210160101,2020,137487,837.2,120.0,20.4,935.0,155.2,26.6
Philadelphia County,Lower Southwest Philadelphia,4210160102,2020,42693,1056.4,77.3,16.4,1201.8,98.7,16.9
Philadelphia County,Central Philadelphia,4210160103,2020,138192,608.6,74.5,33.3,802.3,153.3,57.6
Philadelphia County,North Delaware Philadelphia,4210160104,2020,98610,567.9,53.7,11.2,752.8,75.9,14.7
Philadelphia County,Lower South Philadelphia,4210160105,2020,6158,3881.1,97.4,16.2,4466.7,116.4,14.1
Philadelphia County,West Park Philadelphia,4210160106,2020,44937,1395.3,57.9,8.9,1462.7,94.6,23.8
Philadelphia County,Lower North Philadelphia,4210160107,2020,95194,641.8,88.2,15.8,745.3,137.3,37.5
Philadelphia County,Lower Northwest Philadelphia,4210160108,2020,53721,258.7,29.8,7.4,531.0,50.4,13.1
Philadelphia County,River Wards,4210160109,2020,71431,770.0,65.8,12.6,917.0,108.9,20.4
Philadelphia County,University/Southwest,4210160110,2020,82994,625.3,65.1,33.7,832.1,112.1,48.3
Philadelphia County,West Philadelphia,4210160111,2020,114249,525.2,71.8,12.3,556.6,108.1,22.7
Philadelphia County,South Philadelphia,4210160112,2020,135582,292.1,50.2,23.6,365.8,77.6,33.1
Philadelphia County,Upper Far Northeast Philadelphia,4210160113,2020,68462,318.4,39.4,5.8,417.2,40.3,6.1
Philadelphia County,Lower Northeast Philadelphia,4210160114,2020,107763,427.8,51.0,4.6,621.0,84.4,11.3
Philadelphia County,Upper North Philadelphia,4210160115,2020,148120,493.5,63.5,6.1,544.9,90.3,9.6
Philadelphia County,Lower Far Northeast Philadelphia,4210160116,2020,72861,304.7,24.7,8.2,443.0,35.7,7.2
Philadelphia County,Upper Northwest Philadelphia,4210160117,2020,86623,414.4,58.9,4.6,492.4,84.0,8.3
Philadelphia County,Central Northeast Philadelphia,4210160118,2020,85084,291.5,49.4,4.7,460.8,58.5,6.8
